index,x,y,z,yaw
0,-18.147396087646484,130.09945678710938,0.0,-179.6478729248047
1,-19.147377014160156,130.09332275390625,0.0,-179.6478729248047
2,-20.147357940673828,130.08718872070312,0.0,-179.6478729248047
3,-21.1473388671875,130.08102416992188,0.0,-179.6478729248047
4,-22.147319793701172,130.07489013671875,0.0,-179.6478729248047
5,-23.147300720214844,130.06875610351562,0.0,-179.6478729248047
6,-24.147281646728516,130.06259155273438,0.0,-179.6478729248047
7,-25.147262573242188,130.05645751953125,0.0,-179.6478729248047
8,-26.147245407104492,130.05029296875,0.0,-179.6478729248047
9,-27.147226333618164,130.04415893554688,0.0,-179.6478729248047
10,-28.517200469970703,130.03573608398438,0.0,-539.6478881835938
11,-28.517200469970703,130.03573608398438,0.0,-539.6478881835938
12,-29.423261642456055,130.011474609375,0.0,-176.5876007080078
13,-30.30147361755371,129.92938232421875,0.0,-172.73098754882812
14,-31.17217445373535,129.78839111328125,0.0,-168.87437438964844
15,-32.03142166137695,129.5891876220703,0.0,-165.01776123046875
16,-32.87532043457031,129.33261108398438,0.0,-161.16114807128906
17,-33.700050354003906,129.0198516845703,0.0,-157.30453491210938
18,-34.50188446044922,128.65234375,0.0,-153.44790649414062
19,-35.27717971801758,128.23175048828125,0.0,-149.59129333496094
20,-36.022430419921875,127.75995635986328,0.0,-145.73468017578125
21,-36.734256744384766,127.23908996582031,0.0,-141.87808227539062
22,-37.40944290161133,126.6715316772461,0.0,-138.02146911621094
23,-38.04182052612305,126.0622329711914,0.0,-134.03787231445312
24,-38.6268196105957,125.41221618652344,0.0,-129.93492126464844
25,-39.16381072998047,124.72201538085938,0.0,-125.83197784423828
26,-39.65004348754883,123.99515533447266,0.0,-121.72903442382812
27,-40.0830192565918,123.23536682128906,0.0,-117.62608337402344
28,-40.46052932739258,122.4465560913086,0.0,-113.52313995361328
29,-40.78063201904297,121.63275146484375,0.0,-109.42019653320312
30,-41.04168701171875,120.79812622070312,0.0,-105.31725311279297
31,-41.24235153198242,119.94696807861328,0.0,-101.21430969238281
32,-41.38161087036133,119.08363342285156,0.0,-97.11136627197266
33,-41.458736419677734,118.2125473022461,0.0,-93.0084228515625
34,-41.47638702392578,117.29979705810547,0.0,-450.1612243652344
35,-41.47919845581055,116.2996597290039,0.0,-450.1612243652344
36,-41.483009338378906,114.94529724121094,0.0,-90.1612319946289
37,-41.483009338378906,114.94529724121094,0.0,-90.1612319946289
38,-44.999881744384766,108.95516967773438,0.0,-90.1612319946289
39,-44.999881744384766,108.95516967773438,0.0,-90.1612319946289
40,-45.0026969909668,107.9551773071289,0.0,-90.1612319946289
41,-45.00550842285156,106.9551773071289,0.0,-90.1612319946289
42,-45.008323669433594,105.95518493652344,0.0,-90.1612319946289
43,-45.011138916015625,104.95518493652344,0.0,-90.1612319946289
44,-45.013954162597656,103.95519256591797,0.0,-90.1612319946289
45,-45.01676559448242,102.95519256591797,0.0,-90.1612319946289
46,-45.01958084106445,101.9552001953125,0.0,-90.1612319946289
47,-45.022396087646484,100.9552001953125,0.0,-90.1612319946289
48,-45.02520751953125,99.95520782470703,0.0,-90.1612319946289
49,-45.02802276611328,98.95520782470703,0.0,-90.1612319946289
50,-45.03083801269531,97.95521545410156,0.0,-90.1612319946289
51,-45.03364944458008,96.95521545410156,0.0,-90.1612319946289
52,-45.03646469116211,95.9552230834961,0.0,-90.1612319946289
53,-45.03927993774414,94.9552230834961,0.0,-90.1612319946289
