sim_time,frame,route_index,x,y,z,roll,pitch,yaw,speed_mps
45374.5431173222,2672397,0,-64.64484405517578,24.471010208129883,0.5461000204086304,0.0,0.0,0.15919795632362366,0.9800000786781311
45374.64311732369,2672398,0,-64.64484405517578,24.471010208129883,0.394199937582016,0.0,0.0,0.15919795632362366,1.9600002765655518
45374.74311732518,2672399,0,-64.64484405517578,24.471010208129883,0.1442999690771103,0.0,0.0,0.15919795632362366,2.940000295639038
45374.84311732667,2672400,0,-64.64484405517578,24.471010208129883,-0.05158817023038864,0.0,0.0,0.15919795632362366,0.7380886673942155
45374.94311732816,2672401,0,-64.64484405517578,24.471010208129883,-0.06445323675870895,0.0,0.0,0.15919795632362366,0.150562137365406
45375.04311732965,2672402,0,-64.64484405517578,24.471010208129883,-0.04207824543118477,0.0,0.0,0.15919795632362366,0.23370572924614536
45375.14311733114,2672403,0,-64.64484405517578,24.471010208129883,-0.02243545465171337,0.0,0.0,0.15919795632362366,0.16076505184174555
45375.24311733263,2672404,0,-64.64484405517578,24.471010208129883,-0.010438079945743084,0.0,0.0,0.15919795632362366,0.09031084179924884
45375.34311733412,2672405,0,-64.64484405517578,24.471010208129883,-0.004041633568704128,0.0,0.0,0.15919795632362366,0.04613753035683242
45375.44311733561,2672406,0,-64.64484405517578,24.471010208129883,-0.0008690643007867038,0.0,0.0,0.15919795632362366,0.022295502945797005
45375.5431173371,2672407,0,-64.64484405517578,24.471010208129883,0.0006349944742396474,0.0,0.0,0.15919795632362366,0.0103852748872463
45375.64311733859,2672408,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.004712571858808923
45375.743117340084,2672409,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45375.843117341574,2672410,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45375.943117343064,2672411,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45376.043117344554,2672412,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45376.143117346044,2672413,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45376.243117347534,2672414,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45376.343117349024,2672415,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45376.443117350515,2672416,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45376.543117352005,2672417,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45376.643117353495,2672418,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45376.743117354985,2672419,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45376.843117356475,2672420,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45376.943117357965,2672421,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45377.043117359455,2672422,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45377.143117360945,2672423,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45377.243117362435,2672424,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45377.343117363926,2672425,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45377.443117365416,2672426,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45377.543117366906,2672427,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45377.643117368396,2672428,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45377.743117369886,2672429,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45377.843117371376,2672430,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
45377.943117372866,2672431,0,-64.64484405517578,24.471010208129883,0.0013262557331472635,0.0,0.0,0.15919795632362366,0.0
