index,x,y,z,yaw
0,-63.693931579589844,16.507017135620117,0.0,180.15919494628906
1,-64.69393157958984,16.504240036010742,0.0,180.15919494628906
2,-65.69393157958984,16.501461029052734,0.0,180.15919494628906
3,-66.80392456054688,16.498376846313477,0.0,180.15919494628906
4,-66.80392456054688,16.498376846313477,0.0,180.15919494628906
5,-72.79417419433594,12.981718063354492,0.0,180.15919494628906
6,-72.79417419433594,12.981718063354492,0.0,180.15919494628906
7,-73.79417419433594,12.978940963745117,0.0,180.15919494628906
8,-74.7941665649414,12.97616195678711,0.0,180.15919494628906
9,-75.7941665649414,12.973382949829102,0.0,180.15919494628906
10,-76.79415893554688,12.970603942871094,0.0,180.15919494628906
11,-78.03414916992188,12.967159271240234,0.0,180.15919494628906
12,-78.03414916992188,12.967159271240234,0.0,180.15919494628906
13,-79.03414916992188,12.964380264282227,0.0,180.15919494628906
14,-80.03414154052734,12.961603164672852,0.0,180.15919494628906
15,-81.03414154052734,12.958824157714844,0.0,180.15919494628906
16,-82.03413391113281,12.956045150756836,0.0,180.15919494628906
17,-83.03413391113281,12.953266143798828,0.0,180.15919494628906
18,-84.03412628173828,12.950489044189453,0.0,180.15919494628906
19,-85.03412628173828,12.947710037231445,0.0,180.15919494628906
20,-86.03411865234375,12.944931030273438,0.0,180.15919494628906
21,-87.03411865234375,12.94215202331543,0.0,180.15919494628906
22,-88.64411163330078,12.937678337097168,0.0,180.15919494628906
23,-88.64411163330078,12.937678337097168,0.0,180.15919494628906
24,-89.64411163330078,12.93489933013916,0.0,-179.84078979492188
25,-90.57527160644531,12.921370506286621,0.0,-177.5927734375
26,-91.46312713623047,12.856147766113281,0.0,-174.0042724609375
27,-92.34516143798828,12.735481262207031,0.0,-170.41574096679688
28,-93.21791076660156,12.559844970703125,0.0,-166.82723999023438
29,-94.07796478271484,12.329926490783691,0.0,-163.23873901367188
30,-94.92193603515625,12.04662799835205,0.0,-159.65023803710938
31,-95.74651336669922,11.711061477661133,0.0,-156.06170654296875
32,-96.5484848022461,11.324541091918945,0.0,-152.47320556640625
33,-97.32467651367188,10.88858413696289,0.0,-148.88470458984375
34,-98.07207489013672,10.404898643493652,0.0,-145.29620361328125
35,-98.78772735595703,9.875381469726562,0.0,-141.70767211914062
36,-99.46686553955078,9.30376148223877,0.0,-138.03536987304688
37,-100.0889663696289,8.700053215026855,0.0,-133.68356323242188
38,-100.66345977783203,8.050880432128906,0.0,-129.331787109375
39,-101.1870346069336,7.359986305236816,0.0,-124.98001098632812
40,-101.65668487548828,6.631355285644531,0.0,-120.62820434570312
41,-102.06968688964844,5.869187831878662,0.0,-116.27639770507812
42,-102.42366027832031,5.077878952026367,0.0,-111.92462158203125
43,-102.7165756225586,4.261991500854492,0.0,-107.57284545898438
44,-102.94673919677734,3.4262306690216064,0.0,-103.22103881835938
45,-103.1128158569336,2.5754141807556152,0.0,-98.8692626953125
46,-103.21385955810547,1.7144498825073242,0.0,-94.5174560546875
47,-103.24927520751953,0.8482998013496399,0.0,-90.1656494140625
48,-103.2394790649414,-0.12697039544582367,0.0,-89.35775756835938
49,-103.22826385498047,-1.1267952919006348,0.0,-89.35775756835938
50,-103.21614074707031,-2.2083921432495117,0.0,-89.3577651977539
51,-103.21614074707031,-2.2083921432495117,0.0,-89.3577651977539
52,-103.2049331665039,-3.208329200744629,0.0,-89.3577651977539
53,-103.1937255859375,-4.208266258239746,0.0,-89.3577651977539
54,-103.18251037597656,-5.2082037925720215,0.0,-89.3577651977539
55,-103.17130279541016,-6.208140850067139,0.0,-89.3577651977539
56,-103.16009521484375,-7.208077907562256,0.0,-89.3577651977539
57,-103.14888763427734,-8.208015441894531,0.0,-89.3577651977539
58,-103.13768005371094,-9.207952499389648,0.0,-89.3577651977539
59,-103.12647247314453,-10.207889556884766,0.0,-89.3577651977539
60,-103.1152572631836,-11.207826614379883,0.0,-89.3577651977539
61,-103.10404968261719,-12.207763671875,0.0,-89.3577651977539
62,-103.09284210205078,-13.207700729370117,0.0,-89.3577651977539
63,-103.08163452148438,-14.20763874053955,0.0,-89.3577651977539
64,-103.07042694091797,-15.207575798034668,0.0,-89.3577651977539
65,-103.05921936035156,-16.20751190185547,0.0,-89.3577651977539
66,-103.04800415039062,-17.20745086669922,0.0,-89.3577651977539
67,-103.03679656982422,-18.207386016845703,0.0,-89.3577651977539
68,-103.02558898925781,-19.207324981689453,0.0,-89.3577651977539
69,-103.0143814086914,-20.207260131835938,0.0,-89.3577651977539
70,-103.003173828125,-21.207199096679688,0.0,-89.3577651977539
71,-102.99175262451172,-22.180795669555664,0.0,-89.07035064697266
72,-102.96774291992188,-23.066207885742188,0.0,-87.82353210449219
73,-102.92448425292969,-23.950885772705078,0.0,-86.57671356201172
74,-102.86197662353516,-24.834415435791016,0.0,-85.32988739013672
75,-102.78025817871094,-25.71637535095215,0.0,-84.08307647705078
76,-102.67937469482422,-26.596345901489258,0.0,-82.83625793457031
77,-102.55935668945312,-27.473915100097656,0.0,-81.58943939208984
78,-102.4202880859375,-28.34866714477539,0.0,-80.34262084960938
79,-102.26219940185547,-29.220182418823242,0.0,-79.0958023071289
80,-102.08519744873047,-30.088050842285156,0.0,-77.84898376464844
81,-101.88935089111328,-30.951866149902344,0.0,-76.60216522216797
82,-101.67475891113281,-31.81121253967285,0.0,-75.3553466796875
83,-101.4415054321289,-32.66568374633789,0.0,-74.10853576660156
84,-101.1897201538086,-33.5148811340332,0.0,-72.86170959472656
85,-100.91951751708984,-34.358402252197266,0.0,-71.6148910522461
86,-100.63103485107422,-35.195838928222656,0.0,-70.36807250976562
87,-100.32437896728516,-36.026798248291016,0.0,-69.12126159667969
88,-99.99972534179688,-36.85089111328125,0.0,-67.87444305419922
89,-99.65721893310547,-37.667724609375,0.0,-66.62761688232422
90,-99.29701232910156,-38.47691345214844,0.0,-65.38079833984375
91,-98.9192886352539,-39.278072357177734,0.0,-64.13398742675781
92,-98.52422332763672,-40.07081985473633,0.0,-62.887168884277344
93,-98.11199951171875,-40.85478591918945,0.0,-61.640350341796875
94,-97.68282318115234,-41.62959671020508,0.0,-60.393531799316406
95,-97.23687744140625,-42.3948860168457,0.0,-59.14670944213867
96,-96.77438354492188,-43.15028762817383,0.0,-57.89989471435547
97,-96.29557037353516,-43.89544677734375,0.0,-56.653076171875
98,-95.80064392089844,-44.630008697509766,0.0,-55.40625762939453
99,-95.28986358642578,-45.3536376953125,0.0,-54.15943908691406
100,-94.76345825195312,-46.06597137451172,0.0,-52.912620544433594
101,-94.22167205810547,-46.766685485839844,0.0,-51.665802001953125
102,-93.6647720336914,-47.455448150634766,0.0,-50.418983459472656
103,-93.1077880859375,-48.112548828125,0.0,-48.906646728515625
104,-92.54061126708984,-48.74429702758789,0.0,-47.258975982666016
105,-91.95550537109375,-49.359474182128906,0.0,-45.611305236816406
106,-91.35295104980469,-49.95757293701172,0.0,-43.9636344909668
107,-90.73345184326172,-50.5380973815918,0.0,-42.31595993041992
108,-90.09751892089844,-51.1005744934082,0.0,-40.66828918457031
109,-89.44567108154297,-51.64453125,0.0,-39.02061462402344
110,-88.77845764160156,-52.169517517089844,0.0,-37.37294387817383
111,-88.0964126586914,-52.675106048583984,0.0,-35.725276947021484
112,-87.4001235961914,-53.16087341308594,0.0,-34.07760238647461
113,-86.69014739990234,-53.62641525268555,0.0,-32.429931640625
114,-85.96708679199219,-54.071353912353516,0.0,-30.782257080078125
115,-85.23152160644531,-54.49531555175781,0.0,-29.134586334228516
116,-84.48407745361328,-54.89795684814453,0.0,-27.486915588378906
117,-83.7253646850586,-55.278934478759766,0.0,-25.839242935180664
118,-82.95601654052734,-55.637943267822266,0.0,-24.191570281982422
119,-82.1766586303711,-55.97468185424805,0.0,-22.543899536132812
120,-81.387939453125,-56.28887176513672,0.0,-20.89622688293457
121,-80.59050750732422,-56.58024978637695,0.0,-19.248554229736328
122,-79.7850341796875,-56.84858322143555,0.0,-17.60088348388672
123,-78.97217559814453,-57.09364318847656,0.0,-15.953211784362793
124,-78.1526107788086,-57.31523132324219,0.0,-14.30553913116455
125,-77.3270034790039,-57.51316452026367,0.0,-12.657868385314941
126,-76.49606323242188,-57.68727111816406,0.0,-11.0101957321167
127,-75.66044616699219,-57.83741760253906,0.0,-9.362524032592773
128,-74.82086181640625,-57.96347427368164,0.0,-7.7148518562316895
129,-73.9780044555664,-58.065338134765625,0.0,-6.067180156707764
130,-73.13256072998047,-58.142921447753906,0.0,-4.419508457183838
131,-72.28523254394531,-58.1961669921875,0.0,-2.771836519241333
132,-71.43672943115234,-58.22502899169922,0.0,-1.1241648197174072
133,-70.5877456665039,-58.22947692871094,0.0,0.5235071182250977
134,-69.59451293945312,-58.21915817260742,0.0,0.5967352390289307
135,-68.59456634521484,-58.208744049072266,0.0,0.5967352390289307
136,-67.15464782714844,-58.193748474121094,0.0,-359.40325927734375
